Ident      : Friedri     
Location   : CN test
Serial No  : 00
Sam Rate: 1 s
  Slowest  : 1 s
  Fa   : 2 re Re : 6 ate me;CN-SWU;CN-SWL;CN-LWU;CN-LWL;CN-TempK;CN-TempC;CNSWU#B7;CNSWL#B;CNU#B;CN#B;CN00;CN#B;CN;CN#B7
Kind;AI;AI;AI;AI;AI;CA;CA;CA;CA;CA;CA;CA;CA;CA
Unit; mm; mm; mm; mm; °K;°C;W;W;W;w;%;m2;m2;03.10.2017 00:00:00;-0.30;-0.22;-1.22;-0.39;291.37;18.22;-24.44;-19.24;321.85;361.39;78.72;-5.20;-39.55;-44.75;
03.10.2017 00:01:00;-0.30;-0.22;-1.24;-0.39;291.39;18.24;-24.55;-19.18;320.73;360.93;78.15;-5.37;-40.20;-45.56;
03.10.2017 00:02:00;-0.31;-0.22;-1.26;-0.39;291.39;18.24;-24.76;-19.39;319.19;360.99;78.28;-5.38;-41.80;-47.18;
03.10.2017 00:03:00;-0.31;-0.23;-1.26;-0.39;291.37;18.22;-25.27;-19.88;318.96;361.04;78.70;-5.38;-42.09;-47.47;
03.10.2017 00:04:00;-0.31;-0.23;-1.27;-0.39;291.36;18.21;-25.34;-20.32;318.36;360.46;80.19;-5.02;-42.10;-47.12;
03.10.2017 00:05:00;-0.31;-0.23;-1.26;-0.40;291.34;18.19;-25.08;-19.81;318.60;360.33;78.98;-5.27;-41.73;-47.00;
03.10.2017 00:06:00;-0.32;-0.24;-1.26;-0.39;291.32;18.17;-25.83;-20.69;318.69;360.52;80.10;-5.14;-41.83;-46.97;
03.10.2017 00:07:00;-0.31;-0.23;-1.25;-0.40;291.30;18.15;-25.23;-20.25;319.14;359.51;80.26;-4.98;-40.36;-45.34;
03.10.2017 00:08:00;-0.31;-0.23;-1.24;-0.40;291.29;18.14;-25.04;-19.92;319.82;359.68;79.57;-5.12;-39.86;-44.98;
03.10.2017 00:09:00;-0.31;-0.22;-1.23;-0.39;291.27;18.12;-24.95;-19.64;320.41;360.42;78.73;-5.31;-40.01;-45.32;
03.10.2017 00:10:00;-0.31;-0.23;-1.22;-0.39;291.23;18.08;-25.37;-20.49;320.86;360.70;80.77;-4.88;-39.84;-44.72;
03.10.2017 00:11:00;-0.31;-0.24;-1.21;-0.39;291.22;18.07;-25.32;-20.54;321.48;359.90;81.15;-4.77;-38.42;-43.19;
03.10.2017 00:12:00;-0.31;-0.22;-1.20;-0.40;291.22;18.07;-24.83;-19.45;322.35;359.47;78.34;-5.38;-37.12;-42.50;
03.10.2017 00:13:00;-0.31;-0.24;-1.19;-0.38;291.16;18.01;-25.17;-20.63;323.10;360.61;81.95;-4.54;-37.51;-42.05;
03.10.2017 00:14:00;-0.31;-0.24;-1.17;-0.38;291.14;17.99;-25.14;-20.66;324.17;360.70;82.19;-4.48;-36.53;-41.00;
03.10.2017 00:15:00;-0.30;-0.22;-1.15;-0.38;291.11;17.96;-24.51;-19.50;325.48;360.87;79.57;-5.01;-35.39;-40.40;
03.10.2017 00:16:00;-0.30;-0.22;-1.13;-0.38;291.11;17.96;-24.66;-19.29;327.08;360.52;78.23;-5.37;-33.43;-38.80;
03.10.2017 00:17:00;-0.30;-0.22;-1.10;-0.39;291.11;17.96;-24.32;-19.40;329.14;360.16;79.76;-4.92;-31.02;-35.94;
03.10.2017 00:18:00;-0.30;-0.22;-1.07;-0.39;291.12;17.97;-24.15;-19.53;331.03;360.06;80.87;-4.62;-29.02;-33.64;
03.10.2017 00:19:00;-0.30;-0.22;-1.05;-0.39;291.14;17.99;-23.99;-19.56;332.60;359.64;81.54;-4.43;-27.04;-31.47;
03.10.2017 00:20:00;-0.29;-0.22;-1.02;-0.39;291.15;18.00;-23.74;-18.90;334.88;360.04;79.62;-4.84;-25.16;-29.99;
03.10.2017 00:21:00;-0.30;-0.23;-0.99;-0.37;291.10;17.95;-24.41;-20.22;336.53;362.61;82.81;-4.19;-26.08;-30.27;
03.10.2017 00:22:00;-0.30;-0.23;-0.98;-0.36;291.10;17.95;-24.10;-20.44;337.32;362.90;84.83;-3.66;-25.58;-29.24;
03.10.2017 00:23:00;-0.29;-0.23;-0.96;-0.37;291.09;17.94;-23.65;-20.12;338.97;362.58;85.07;-3.53;-23.60;-27.14;
03.10.2017 00:24:00;-0.29;-0.23;-0.94;-0.36;291.09;17.94;-23.54;-20.10;339.96;363.09;85.42;-3.43;-23.13;-26.56;
